Company ID,Company name,Transactly Office ID (APP),Original Sales Rep: Company,Recent Deal Amount,Recent Deal Close Date,Contract Effective Date,Office SubScription Plan/Tier (APP),Office Subscription Renewal Date (APP),Brokerage Onboarding Date,id (MLS),MLS System Names,Email,Principal Broker's Email Address,Phone Number,Street Address,Street Address 2,City,State / Province,Postal Code,Brokerage Growth Manager,Assigned CS Rep,Last Engagement Date,Can We Send Emails to Agents,Company Domain Name,Website URL,Billing Contact Name
5582098335,Keller Williams Realty,,,,,,,,,,,,,+1 (706) 868-3772,3633 Wheeler Rd Ste 125,,Augusta,GA,30909,,,2021-07-12 14:53,,,,
5581978171,Remax True Advantage,,,,,,,,,,,,,+1 (706) 922-9292,1105 Furys Ln Ste B,,Augusta,GA,30907,,,,,,,
5582102823,Keller Williams Winter Park,,Bob Kodner,,,,,,,,,,,+1 (407) 595-5511,147 W Lyman Ave,,Winter Park,FL,32789,,,,,,,
5581948233,Coldwell Banker Realty,,,,,,,,,,,,,+1 (407) 647-1211,400 Park Ave Ste Ste 210,,Winter Park,FL,32789-4352,,,,,,,
5581939782,Coldwell Banker Realty,,,,,,,,,,,,,+1 (863) 294-7541,290 Cypress Gardens Blvd Se,,Winter Haven,FL,33880,,,,,,,
5581956418,Realty Experts,,,,,,,,,,,,,+1 (727) 743-1370,7600 131st St,,Seminole,FL,33776,,,,,,,
5582094645,Selling Tampa Bay Llc,,,,,,,,,,,,,+1 (813) 490-9943,500 N Willow Ave Ste 102,,Tampa,FL,33606,,,,,,,
5581965581,Smith & Associates Real Estate,,,,,,,,,,,,,+1 (813) 839-3800,3801 Bay To Bay Blvd,,Tampa,FL,33629,,,,,,,
5581930847,Florida Dreams Real Estate,,,,,,,,,,,,,+1 (727) 595-5774,14887 Trail,,Seminole,FL,33776,,,,,,,
5581973572,The Property Experts Realty &,,,,,,,,,,,,,+1 (904) 410-2000,3001 Fort Caroline Ct,,Saint Augustine,FL,32092,,,,,,,
5581973579,Watson Realty Corp,,,,,,,,,,,,,+1 (904) 285-6300,615 Hwy A1a,,Ponte Vedra Beach,FL,32082-2748,,,,,,,
5581951785,The Keyes Company,,,,,,,,,,,,,+1 (561) 967-4300,13920 Wellington Trace,,Wellington,FL,33414,,,,,,,
5581982302,Paradise Properties Of Nsb,,,,,,,,,,,,,+1 (386) 402-6023,314 Flagler Ave,,New Smyrna Beach,FL,32169,,,,,,,
5582085536,Gk Realty Group Llc,,,,,,,,,,,,,+1 (954) 696-5286,1401 N University Dr,,Pompano Beach,FL,33071,,,,,,,
5581935211,Premier Plus Realty Co Naples,,,,,,,,,,,,,+1 (239) 732-7837,370 12th Ave S Ste 101,,Naples,FL,34102,,,,,,,
5581930841,Luxe Properties,,,,,,,,,,,,,+1 (305) 809-7650,55 Merrick Way,,Miami,FL,33134,,,,,,,
5581986122,Florida Capital Realty,,,,,,,,,,,,,+1 (786) 953-5870,10621 N Kendall Dr,,Miami,FL,33176,,,,,,,
5581935221,Envirotek Realty,,,,,,,,,,,,,+1 (786) 233-6931,40 S W 13 St,,Miami,FL,33130,,,,,,,
5582094650,Keller Williams Realty Atlantic,,,,,,,,,,,,,+1 (904) 515-2700,4116 3rd St S,,Jacksonville Beach,FL,32250,,,,,,,
5582094638,Future Home Realty Inc,,,,,,,,,,,,,+1 (904) 207-4600,12276 San Jose Blvd Ste 703,,Jacksonville,FL,32223,,,,,,,
5581965597,Metrovest Realty Group Inc,,,,,,,,,,,,,+1 (904) 626-3952,10175 Fortune Pkwy,,Jacksonville,FL,32256,,,,,,,
5582046606,Balistreri Real Estate Inc Ft Lauderdale / Hollywood,,,,,,,,,,,,,+1 (954) 489-3100,4090 N Ocean Blvd,,Fort Lauderdale,FL,33308,,,,,,,
5581982299,Oceanica International Realty,,,,,,,,,,,,,+1 (954) 243-5142,4875 Volunteer Rd,,Fort Lauderdale,FL,33330,,,,,,,
5582094647,Help-U-Sell Broward Realty,,,,,,,,,,,,,+1 (954) 727-8218,950 S Pine Island Rd Ste 150,,Fort Lauderdale,FL,33324,,,,,,,
5582112342,Royal Shell Real Estate Inc,,,,,,,,,,,,,+1 (239) 992-9100,26811 S Tamiami Tr,,Bonita Springs,FL,34134,,,,,,,
5581935213,Agent Plus Realty,,,,,,,,,,,,,+1 (954) 605-2954,206 S Military Trail,,Deerfield Beach,FL,33442,,,,,,,
5581982294,Berkshire Hathaway Homeservice,,,,,,,,,,,,,+1 (904) 285-1800,333 Village Main St Ste 670,,Ponte Vedra Beach,FL,32082,,,,,,,
5581982292,Coldwell Banker Residential Brokerage,,,,,,,,,,,,,+1 (202) 547-3525,605 Pennsylvania Ave Se,,Washington,DC,20003,,,2021-06-01 17:19,,,,
5581951784,Concord Realty Group,,,,,,,,,,,,,+1 (302) 477-0400,1805 Foulk Rd Ste I,,Wilmington,DE,19810,,,,,,,
5581982287,Exp Realty,,,,,,,,,,,,,+1 (302) 450-1007,144 Kings Hwy Ste 301,,Dover,DE,19901,,,2022-04-18 16:27,,,,
5581951776,Re/Max Right Choice,,,,,,,,,,,,,+1 (203) 268-1118,105 Technology Dr,,Trumbull,CT,6611,,,,,,,
5581996582,Fercodini Properties Inc,,,,,,,,,,,,,+1 (203) 879-4973,2 Colman Rd,,Wolcott,CT,6716,,,,,,,
5581982301,Era Tradewind Real Estate,,,,,,,,,,,,,+1 (303) 772-9620,601 S Bowen St,,Longmont,CO,80501,,,,,,,
5581948228,Arruda Real Estate Associates,,,,,,,,,,,,,+1 (860) 536-5900,41 Williams Ave,,Mystic,CT,6355,,,,,,,
5582046604,Westerncoloradorealty Com,,,,,,,,,,,,,+1 (970) 527-6223,134 Grand Ave,,Paonia,CO,81428,,,,,,,
5581973570,C3 Real Estate Solutions,,,,,,,,,,,,,+1 (970) 225-5152,2720 Council Tree Ave Ste 178,,Fort Collins,CO,80525,,,,,,,
5581948237,Keller Williams Realty,,,,,,,,,,,,,+1 (860) 313-0700,312 Billings Rd,,Somers,CT,6071,,,,,,,
5581939768,Cb Residential Brokerage,,,,,,,,,,,,,+1 (303) 235-0400,12110 Pecos St,,Denver,CO,80234,,,,,,,
5581986118,Re/Max Professionals,,,,,,,,,,,,,+1 (303) 799-9898,10111 Inverness Main St Ste P,,Englewood,CO,80112,,,,,,,
5582112346,Keller Williams Partners,,,,,,,,,,,,,+1 (719) 955-1999,460 Wooten Rd Ste 110,,Colorado Springs,CO,80916-4771,,,,,,,
5581978173,Coldwell Banker Mason Morse,,,,,,,,,,,,,+1 (970) 963-3300,290 Hwy 133,,Carbondale,CO,81623,,,,,,,
5581986119,Midmod Colorado,,,,,,,,,,,,,+1 (303) 219-0629,5765 E Colorado Ave,,Denver,CO,80224,,,,,,,
5581956410,360dwellings Real Estate,,,,,,,,,,,,,+1 (303) 532-4742,1001 Bannock St Apt 128,,Denver,CO,80204,,,,,,,
5582102831,Bullock Russell Re Services,,,,,,,,,,,,,+1 (949) 709-1555,30342 Esperanza,,Trabuco Canyon,CA,92679,,,,,,,
5582046601,Century 21 Hometown Realty Pr,,,,,,,,,,,,,+1 (805) 239-0021,Po Box 1602,,Templeton,CA,93465,,,,,,,
5581982297,Re/Max Del Oro Inc,,,,,,,,,,,,,+1 (805) 481-9800,P O Box 1591,,Templeton,CA,93465,,,,,,,
5582102838,Monument Realty Inc,,,,,,,,,,,,,+1 (714) 270-7355,6971 Via Irana St,,Stanton,CA,90680,,,,,,,
5582112331,Realty One Group Diamond,,,,,,,,,,,,,+1 (562) 444-8940,13052 Del Monte Dr Ste 43h,,Seal Beach,CA,90740,,,2022-01-21 11:21,,,,
5581965595,United Agents,,,,,,,,,,,,,+1 (805) 310-6543,647 La Noria,,Santa Maria,CA,93455,,,2021-03-24 16:38,,,,
5581948229,Hubbell Real Estate Group,,,,,,,,,,,,,+1 (805) 864-2566,1002 W Alvin Ave,,Santa Maria,CA,93458,,,,,,,
5581965587,Cal Coastal Properties,,,,,,,,,,,,,+1 (805) 242-6202,357 Penelope Ln,,Santa Maria,CA,93455,,,,,,,
5581996577,Keller Williams Realty Central,,,,,,,,,,,,,+1 (805) 773-7777,135 Park Ave,,Santa Maria,CA,93455,,,2021-04-26 12:15,,,,
5582098338,Triad Real Estate Group,,,,,,,,,,,,,+1 (805) 544-5500,Triad Real Estate,,San Luis Obispo,CA,93401,,,,,,,
5581948225,California Property Group,,,,,,,,,,,,,+1 (805) 692-9090,3463 State St,,Santa Barbara,CA,93105,,,,,,,
5582085541,Bhhs California Properties,,,,,,,,,,,,,+1 (805) 969-5026,1039 Debra Dr,,Santa Barbara,CA,93110,,,,,,,
5581978167,Carter & Company Real Estate,,,,,,,,,,,,,+1 (805) 235-4499,1221 Sylvia Ct,,San Luis Obispo,CA,93401,,,,,,,
5582094648,Richardson Prop Christie's Int,,,,,,,,,,,,,+1 (805) 781-6040,375 Crestmont Dr,,San Luis Obispo,CA,93401,,,,,,,
5581939776,Exp Realty Of California Inc,,,,,,,,,,,,,+1 (888) 584-9427,12223 Highland Ave Ste 106-438,,Rancho Cucamonga,CA,91739,,,,,,,
5581986115,Re/Max Success,,Bob Kodner,,,,,,,adb7debb-f0fa-4d05-b2e8-20d9b8d8c939,,,,805-434-2737,408 S. Main St. # 120,,Templeton,CA,93446,,,,,,,
5581948220,Windermere Central Coast,,,,,,,,,,,,,+1 (805) 226-4100,1937 Fieldstone Cir,,Paso Robles,CA,93446,,,,,,,
5581965583,Impact Real Estate,,,,,,,,,,,,,+1 (951) 297-7910,31791 Taton Ct,,Menifee,CA,92584,,,,,,,
5581939773,Coldwell Banker Sun Ridge R E,,,,,,,,,,,,,+1 (916) 772-6600,1500 Del Webb Blvd Ste 101,,Lincoln,CA,95648,,,,,,,
5581930840,Realty Source Inc,,,,,,,,,,,,,+1 (619) 258-1000,24515 California Ave,,Hemet,CA,92545,,,,,,,
5581956419,Samer Kabab Broker,,,,,,,,,,,,,+1 (949) 833-8826,2111 Business Ctr Dr No 200,,Irvine,CA,92612,,,,,,,
5581986123,Coldwell Banker Kivett-Teeters,,,,,,,,,,,,,+1 (951) 658-2149,610 E Florida Ave Ste A,,Hemet,CA,92543,,,,,,,
5581973576,Farrell Smyth Inc - Ag,,,,,,,,,,,,,+1 (805) 904-6616,1159 San Sebastian Ct,,Grover Beach,CA,93433,,,,,,,
5581948219,Linda Jensen/ Broker,,,,,,,,,,,,,+1 (805) 466-4600,Po Box 1620,,Helendale,CA,92342,,,,,,,
5582094640,Kw College Park,,,,,,,,,,,,,+1 (909) 625-8400,4767 Casillas Way,,Fontana,CA,92336,,,,,,,
5581986112,Century 21 Citrus Realty Inc,,,,,,,,,,,,,+1 (909) 592-8500,1524 E Algrove St,,Covina,CA,91724,,,,,,,
5582085533,Lily Quan,,,,,,,,,,,,,+1 (619) 328-7737,4733 Kentner Ct,,Carlsbad,CA,92010,,,2021-06-29 12:04,,,,
5581978172,Active Realty,,,,,,,,,,,,,+1 (951) 281-2900,1871 California Ave,,Corona,CA,92881,,,,,,,
5582112327,Agentcor Realty,,,,,,,,,,,,,+1 (661) 368-1770,7500 Angela Ave,,Bakersfield,CA,93308,,,,,,,
5581978181,Miramar International Calloway,,,,,,,,,,,,,+1 (661) 322-7000,10507 Victoria Falls Ave,,Bakersfield,CA,93312,,,,,,,
5581956413,Coldwell Banker Preferred Rlt,,,,,,,,,,,,,+1 (661) 616-3600,3820 Coffee Rd Ste 1,,Bakersfield,CA,93308,,,,,,,
5582046611,Exp Realty Of California,,,,,,,,,,,,,+1 (888) 832-7179,425 S Elm St Apt 76e,,Arroyo Grande,CA,93420,,,,,,,
5581978169,The Wieland Team Inc,,,,,,,,,,,,,+1 (805) 710-3444,122 Le Point,,Arroyo Grande,CA,93420,,,,,,,
5581982303,Realty One Group Empire,,,,,,,,,,,,,+1 (760) 932-4008,23525 Esaws Rd,,Apple Valley,CA,92307,,,,,,,
5582098341,Coldwell Banker Home Source,,,,,,,,,,,,,+1 (760) 684-8100,15637 Comanche Rd,,Apple Valley,CA,92307,,,,,,,
5581951778,Coldwell Banker Realty,,,,,,,,,,,,,+1 (928) 282-4666,195 W Sr 89a,,Sedona,AZ,86351,,,,,,,
5581986121,eXp Realty LLC,,,,,,,,,,,,,+1 (888) 897-7821,16165 N 83rd Ave,,Sedona,AZ,86336,,,,,,,
5581982288,RE/MAX Sedona,,,,,,,,,,,,,+1 (928) 282-4166,2290 W Sr 89a,,Sedona,AZ,86336,,,2022-02-03 13:13,,,,
5582046613,Keller Williams Realty Phx 01,,,,,,,,,,,,,+1 (480) 768-9333,3920 S Rural Rd,,Prescott,AZ,86301,,,,,,,
5581986110,#1 National Real Estate Networ,,,,,,,,,,,,,+1 (480) 988-7365,7417 S 165th Pl,,Queen Creek,AZ,85142,,,2022-01-20 12:57,,,,
5582102827,Realty Executives,,,,,,,,,,,,,+1 (480) 898-1234,1135 N Recker Rd,,Mesa,AZ,85212,,,,,,,
5581930843,Coldwell Banker Realty,,,,,,,,,,,,,+1 (928) 855-2191,321 S Lake Havasu Ave  Ste A,,Lake Havasu City,AZ,86406,,,,,,,
5581956417,Realty ONE Group 13,,,,,,,,,,,,,+1 (623) 552-3773,2950 N Litchfield Rd,,Litchfield Park,AZ,85340,,,,,,,
5582112332,Keller Williams Daphne/Fairhope,,,,,,,,,,,,,+1 (251) 928-9890,27880 N Main St,,Daphne,AL,36526,,,,,,,
5573683487,Colorado Group Realty,,Bob Kodner,180000,2021-09-30 9:51,,,,,,,,,+1 970-870-8800,509 LINCOLN,,Steamboat Springs,CO,80487,Bob Kodner,,2022-04-22 10:03,,coloradogrouprealty.com,coloradogrouprealty.com,
5571874998,RE/MAX Premier Properties - Bear DE,,Bradley Feiner (Deactivated User),,,,,,,,,,,(302) 273-0033,1861-1863 Pulaski Highway Bear DE 19701,,Bear,DE,19701,,,2022-03-22 22:01,,premierpropertiesde.com,premierpropertiesde.com,
5571944889,RE/MAX Incompass,,AJ Kariem,,,,,,,,,,,,,,West Chester,OH,,,,2022-01-19 16:33,,,,
5571460226,M.S. Woods RealEstate,,Bradley Feiner (Deactivated User),,,,,,,,,,,7653492022,9465 Counselors Row,,Indianapolis,IN,46240,,,2021-03-18 11:53,,mswoods.com,mswoods.com,
5559421455,Milk & Honey Realty LLC,,Bradley Feiner (Deactivated User),,,,,,,,,,,,1320 E 9TH SUITE 9,,Edmond,OK,73034,,,2021-08-23 11:38,,405hivehomes.com,405hivehomes.com,
5557110846,Fathom Realty - Virginia,,Bradley Feiner (Deactivated User),,,,,,,,,,,757-752-8182,11815 Fountain Square Ste 300Newport News VA 23606757-752-8182,,Newport News,,23606,,,2021-03-29 20:53,,charlottetrux.com,charlottetrux.com,
5556619306,Knapp Realty,,Clayton Sanders (Deactivated User),,,,,,,,,,,+1 702-493-6043,412 Mystic River Street,,Henderson,NV,89015,,,2021-04-05 11:03,,knapprealty.vegas,knapprealty.vegas,
5552090371,Century 21 Xsell Realty,,Bradley Feiner (Deactivated User),,,,,,,,,,,508.­407.8091,203 Southbridge Street,203 Southbridge Street,Auburn,MA,1501,,,2021-03-12 14:16,,xsellhome.com,xsellhome.com,
5549199021,Regency Realty,,Bradley Feiner (Deactivated User),,,,,,,,,,,(901) 350-5050,3420 S Houston Levee Rd,,Germantown,TN,38139,,,2021-03-08 10:03,,regency-realty.com,regency-realty.com,
5548888485,EastTenn Real Estate,,Bradley Feiner (Deactivated User),,,,,,,,,,,(865) 999-8181,9111 Cross Park Drive Ste D200 ,,Knoxville,TN,37934,,,2021-03-09 11:20,,east-tenn.com,east-tenn.com,
5547012352,Compass - PathHomeTeam (CO),,Clayton Sanders (Deactivated User),,,,,,,,,,,+1 303-459-6156,6300 South Syracuse Way,,Englewood,CO,80111,,,2021-03-18 13:54,,pathhometeam.com,pathhometeam.com,
5581956428,Samson Properties,,Tom Brinson (Deactivated User),,,,,,,,,,,+1 (703) 378-8810,14526 Lee Rd Ste 100,,Chantilly,VA,20151,Bob Kodner,,,,joinsamson.com,joinsamson.com,
5540558918,Keller Williams Preferred Realty - Orland Park,,Bradley Feiner (Deactivated User),,2022-02-28 16:13,,,,,,,,,,,,Orland Park,IL,,,,2022-04-20 10:56,,,,
5537994567,RE/MAX Real Estate Professionals - East Lansing,,Bradley Feiner (Deactivated User),,,,,,,,Lansing MLS,,,(517) 339-8255,300 West Lake Lansing Road suite aEast Lansing MI 48823,POB 189,Lansing,MI,48823,,,2021-03-12 7:17,,https://east-lansing-remax.business.site/,https://east-lansing-remax.business.site/,
5537656690,EXP - The Wise Living Group (Team),,Clayton Sanders (Deactivated User),,,,,,,,,,,,,,,TX,,,,2021-04-26 14:57,,,,
5536699015,Atllas,,Clayton Sanders (Deactivated User),,,,,,,,,,,,,,Los Angeles,CA,,,,2021-03-03 17:16,,atllas.com,atllas.com,
5535986776,Clear Source Realty,,Tom Brinson (Deactivated User),,,,Brokerage,2022-10-01,,,,,,,,,,,,Robert Jackson,,2021-12-02 21:56,,,,
5535234694,Ellen Rosenbaum Real Estate,,,,,,,,,,,,,7326795661,1405 New Jersey 18,,Old Bridge Township,,8857,,,2021-03-18 9:54,,ellenrosenbaum.com,ellenrosenbaum.com,
5531727105,King Realty,,Clayton Sanders (Deactivated User),,,,,,,,,,,+1 415-282-2280,100 Pine Street,,San Francisco,CA,94111,,,,,king-realtygroup.com,king-realtygroup.com,
5531676284,Big Picture Real Estate Group,,Clayton Sanders (Deactivated User),24000,2021-03-08 15:09,,,,,,,,,,9802 Nicholas Street,,Ohama,NE,68114,,,2022-04-12 10:17,,bigpicturerealestategroup.com,bigpicturerealestategroup.com,
5531674550,Glenn Allen Team,,Clayton Sanders (Deactivated User),,,,,,,,,,,,2950 Buskirk Avenue,,Walnut Creek,CA,94597,,,2021-03-04 9:32,,glennallenteam.com,glennallenteam.com,
5531489845,Signature Properties Ebner & Associates,,Clayton Sanders (Deactivated User),,,,,,,,,,,,,,,CO,,,,2021-03-04 13:49,,signaturepropertiescb.com,signaturepropertiescb.com,
5531674519,John L. Scott - Shelton WA,,Clayton Sanders (Deactivated User),,,,,,,,,,,+1 425-869-4798,11040 Main Street,,Bellevue,WA,98004,,,,,sheltonoffice.johnlscott.com,sheltonoffice.johnlscott.com,
5531092855,Mesilla Valley Property Group,,Clayton Sanders (Deactivated User),95,2021-09-28 13:57,,,,,,,,,,,,,NM,,,,2021-12-20 10:51,,,,
5530991698,Amanda Howard Sotheby's International Realty,,Tom Brinson (Deactivated User),1500,2021-12-10 14:27,2021-08-16,,,,,,,,2567999000,3005 L and North Drive Southwest,,Huntsville,AL,35801,,,2022-02-24 9:19,,amandahoward.com,amandahoward.com,
5528372084,RE/MAX Southern Shores,,Bradley Feiner (Deactivated User),,,,,,,,,,,+1 843-839-0200,1107 48th Avenue North,,Myrtle Beach,SC,29577,,,2021-04-12 13:04,,movetomyrtlebeach.net,movetomyrtlebeach.net,
5526340457,Best of Luxury Realty,,Bradley Feiner (Deactivated User),,,,,,,,,,,+1 888-972-9282,20900 Northeast 30th Avenue,STE 414,Aventura,FL,33139,,,2021-05-28 11:09,,bestofluxuryrealty.com,bestofluxuryrealty.com,
5513507256,MilHousing Network,,Clayton Sanders (Deactivated User),,,,,,,,,,,,15510 Vance Jackson Road,,San Antonio,,78249,,,2021-03-01 22:15,,milhousingnetworktexas.com,milhousingnetworktexas.com,
5517686801,Amy Kite Team @ KW Infinity @ E to P,,Clayton Sanders (Deactivated User),,,,,,,,,,,6307785800,608 South Washington Street,,Naperville,IL,60540,,,2021-04-01 8:14,,amykite.com,amykite.com,
5508993616,Keller Williams Key West Compass Realty,,Bradley Feiner (Deactivated User),,,,,,,,,,,+1 512-327-3070,333 Fleming Street,,Key West,,333040,,,2021-06-11 14:20,,mc1071.yourkwoffice.com,mc1071.yourkwoffice.com,
5458759094,GI Joe Homes,,Clayton Sanders (Deactivated User),,,,,,,,,,,,,,,CA,,,,2021-03-17 18:07,,gijoehomes.com,gijoehomes.com,
5458040818,LandQuire LLC,,Bradley Feiner (Deactivated User),,,,,,,,,,,,500 Westover,,Sanford,NC,27330,,,2021-06-17 9:25,,landquire.com,landquire.com,
5457801158,RE/MAX Realty Associates,,Bradley Feiner (Deactivated User),,,,,,,,,,,2199228400,1544 45TH AVE,#1,Munster,IN,46321,,,2021-06-17 9:22,,regionhomes.com,regionhomes.com,
5449514455,RealT Experts-EXP WICHITA,,Clayton Sanders (Deactivated User),,,,,,,,,,,,,,,,,,,,,,,
5449515571,RealT Experts-EXP DENVER,,Clayton Sanders (Deactivated User),,,,,,,,,,,,,,,,,,,,,,,
5449515557,RealT Experts-EXP DALLAS,,Clayton Sanders (Deactivated User),,,,,,,,,,,8885197431,,,,,,,,,,,,
5449483284,RealT Experts-EXP FLORIDA,,Clayton Sanders (Deactivated User),,,,,,,,,,,,,,,,,,,2022-02-10 10:07,,,,
5448907620,Solve Realty,,Michael Rimkie,,2021-02-25 17:07,,Brokerage,2022-10-01,,,,,,,,,,,,Bob Kodner,,2022-02-14 15:21,,solverealty.com,solverealty.com,
5448718124,Michael Group Realty LLC,,Clayton Sanders (Deactivated User),,,,,,,,,,,,,,,,,,,2021-03-05 10:18,,,,
5448730677,Rockwell Realty,,Clayton Sanders (Deactivated User),,,,,,,,,,,,,,,CO,,,,,,thecoloradorealestate.com,thecoloradorealestate.com,
5448383786,NextHome Home Run Realty,,Clayton Sanders (Deactivated User),,,,,,,,,,,,,,,,,,,2021-03-01 21:28,,nhhomerunrealty.com,nhhomerunrealty.com,
5448071122,Nest Realty - Louisville,,Bradley Feiner (Deactivated User),,,,,,,,,,,502.742.2161,10215 Linn Station Road,,Louisville,KY,40223,,,2021-10-15 14:35,,nestrealty.com,nestrealty.com,
5445745607,RE/MAX Incompass - Corporate,,AJ Kariem,,2021-03-24 17:36,,,,,,,,,+1 303-770-5531,5075 South Syracuse Street,,,OH,45069,,,2021-10-14 16:10,,incompass.com,incompass.com,
5445745376,The Simply Sold Realty Co.,,Bradley Feiner (Deactivated User),,,,,,,,,,,,50 Central Square,,Bridgewater,MA,2324,,,2021-09-14 12:35,,thesimplysoldrealtyco.com,thesimplysoldrealtyco.com,
5445638347,La Rosa Realty CWP,,Bradley Feiner (Deactivated User),,,,,,,,,,,407-910-2168,407 Wekiva Spring Road #207,,Longwood,FL,,,,2021-03-03 21:40,,larosarealtycwp.com,larosarealtycwp.com,
5444210512,Century 21 Peak - Woodland Hills,,Clayton Sanders (Deactivated User),,,,,,,,,,,,,,Woodland Hills,CA,,,,2022-01-11 12:34,,,,
5444120787,Century 21 Peak - Granada Hills,,Clayton Sanders (Deactivated User),,,,,,,,,,,,,,,CA,,,,2022-02-17 9:33,,,,
5443783696,The Neighborhood Company at Keller Williams Palmetto,,Clayton Sanders (Deactivated User),,,,,,,,,,,803-220-4447,1523 Huger Street Suite B,,Columbia,SC,29201,,,2021-03-30 20:37,,theneighborhoodre.com,theneighborhoodre.com,
5442982525,Sun Realty,,Bradley Feiner (Deactivated User),,,,,,,,,,,(941)928-2356,905 Riviera St.Venice FL 34285,,St. Venice,FL,34285,,,2022-04-01 11:56,,srqsunrealty.com,srqsunrealty.com,
5442868953,TruHome,,Robert Jackson,18000,2021-02-24 11:18,,Brokerage,2022-10-01,,,,,,,,,,OR,,Robert Jackson,,2022-04-18 12:24,,truhome.net,TruHome,
5441968411,Fathom Realty - Chicago,,Bradley Feiner (Deactivated User),,,,,,,,,,,+1 888-455-6040,611 S Wells St Chicago IL 60607,,Chicago,IL,60607,,,2021-02-24 18:40,,Fathomrealty.com,Fathomrealty.com,
5439304419,Flores Realty,,Robert Jackson,5980,2021-09-22 15:20,,,,,,,,,,6701 Democracy Blvd. Suite 300,,Bethesda,MD,20817,,,2022-02-01 12:46,,floreshometeam.net,floreshometeam.net,
5437621110,Ferrari-lund Real Estate - Corporate,,Michael Rimkie,7500,2021-12-03 16:58,,,,,,,,,17756884000,,,,,,Bob Kodner,,2022-04-22 10:15,,,,
5436884623,Integrity Home Selling Team @ KW Pudet Sound,,Clayton Sanders (Deactivated User),,,,,,,,,,,+1 206-445-8143,33434 8th S Ave,,Federal Way,WA,98092,,,2022-03-18 9:16,,ihsthomes.com,ihsthomes.com,
5434437091,Burris and Pressley Realty,,Bradley Feiner (Deactivated User),,,,,,,,,,,(803) 569-6313,8311 Two Notch Road,,Columbia,SC,29223,,,2021-03-10 12:21,,burrispressleyrealty.com,burrispressleyrealty.com,
7192138588,Preciado Real Estate,,Michael Rimkie,,2021-02-23 8:27,,Brokerage,2022-10-01,,337fc4fb-5bf3-45c1-ae60-846a2d10b51a,,chrystalorona@gmail.com,,562-315-9222,14241 Firestone Blvd. #400,,La Mirada,CA,,Bob Kodner,,2021-02-23 1:24,,,,
5433241892,Realty One Group Central,,Bradley Feiner (Deactivated User),,,,,,,,,,,(732) 348-3777,17 Broad StreetFreehold,,Freehold,NJ,7728,,,,,central.myrealtyonegroup.com,central.myrealtyonegroup.com,
5432794870,Harris Real Estate Group,,Clayton Sanders (Deactivated User),,,,,,,,,,,+1 915-222-1133,7100 Westwind Drive,,El Paso,TX,79912,,,2021-03-18 11:00,,harris-realestate.com,harris-realestate.com,
5432412600,Bhhshometeamrealty,,Bradley Feiner (Deactivated User),,,,,,,,,,,3526229700,2161 East Fort King Street,,Ocala,FL,34471,,,2021-04-16 10:56,,bhhshometeamrealty.com,bhhshometeamrealty.com,
5431752950,Illustrated Properties,,Bradley Feiner (Deactivated User),,,,,,,,,,,5616407400,2725 Pga Blvd,,Palm Beach Gardens,FL,33410,,,,,ipre.com,ipre.com,
5431139392,KW Traverse City,,Robert Jackson,,,,,,,,,,,,,,Grand Rapids,MI,,Robert Jackson,,2021-04-01 12:43,,,,
5430979946,Coldwell Banker Vanguard Realty,,Bradley Feiner (Deactivated User),,,,,,,,,,,+1 904-269-7117,1401 Kingsley Avenue,STE 110,,FL,32205,,,2021-02-23 14:47,,cbvhomesearch.com,cbvhomesearch.com,
5430969187,Coldwell Banker HPW,,Bradley Feiner (Deactivated User),,,,,,,,,,,9193808585,1001 Wade Avenue,,Raleigh,NC,27605,,,2021-02-22 10:57,,hpw.com,hpw.com,
5430931002,Exit Premier Real Estate,,Bradley Feiner (Deactivated User),,,,,,,,,,,1.781.270.4770,85 Wilmington Road,,Burlington,MA,1803,,,2021-03-11 3:34,,exitpremier.com,exitpremier.com,
5413472514,Coastal Living Realty Group,,Michael Rimkie,,,,,,,,,,,,,,,,,,,2022-03-02 22:22,,,,
5409099967,Coastal Living Realty Group - Corporate,,Matt Smith (Deactivated User),30000,2021-02-19 14:44,,,,,,,,,(609) 484-9890,802 Tilton Road Northfield NJ 08225,,Northfield,NJ,8225,,,2021-10-13 14:37,,danielrallo.kw.com,danielrallo.kw.com,
5408592205,Chase Real Estate LLC.,,Bradley Feiner (Deactivated User),,,,,,,,,,,+1 630-484-5534,1315 Macom Drive,,Naperville,IL,60564,,,2021-03-01 15:23,,chaseforeclosure.com,chaseforeclosure.com,
5408579228,The Ponce Realty Group,,Bradley Feiner (Deactivated User),,,,,,,,,,,,1865 East Main Street,,Duncan,SC,29334,,,2021-02-19 11:06,,theponcerealtygroup.com,theponcerealtygroup.com,
5399384014,Momentum Realty,,Bradley Feiner (Deactivated User),,,,,,,,,,,904-903-1558,11512 Lake Mead Ave,,Jacksonville,,32256,,,2022-02-16 10:31,,keystofloridaliving.com,keystofloridaliving.com,
5399286414,NextHome Acosta,,Bradley Feiner (Deactivated User),,,,,,,,,,,630-730-0723,650 Pennsylvania Avenue,,Aurora,IL,60506,,,2021-02-22 10:17,,nexthomeacosta.com,nexthomeacosta.com,
